Tags,TCGA-AN-A0AK-01,TCGA-EW-A1PC-01,TCGA-GM-A2DL-01,TCGA-AO-A0J2-01,TCGA-A8-A085-01,TCGA-S3-AA10-01,TCGA-AR-A24W-01,TCGA-A8-A08T-01,TCGA-A8-A097-01,TCGA-EW-A1P6-01,TCGA-E9-A22B-01,TCGA-A2-A0T6-01,TCGA-AR-A1AY-01,TCGA-PE-A5DC-01,TCGA-A8-A06Q-01,TCGA-C8-A1HI-01,TCGA-D8-A1XD-01,TCGA-BH-A1EN-11,TCGA-BH-A0EI-01,TCGA-A2-A4S1-01,TCGA-A8-A09Z-01,TCGA-E2-A1IG-01,TCGA-D8-A1X9-01,TCGA-BH-AB28-01,TCGA-BH-A1F0-01,TCGA-A7-A426-01,TCGA-BH-A1F5-01,TCGA-AC-A8OR-01,TCGA-EW-A1OX-01
hsa-mir-27a,0.112426259,0.199642428,0.241936002,0.225388867,0.03914895,0.153856624,0.076494937,0.108802217,0.038710964,0.119685116,0.216418126,0.071539187,0.106503604,0.105119467,0.017876947,0.082399563,0.081544672,0.078683362,0.117890294,0.338674454,0.112349855,0.116063785,0.077903791,0.048205955,0.196634591,0.028063568,0.080659704,0.111587654,0.009227912
hsa-mir-27b,0.063543596,0.282883335,0.188752661,0.09644574,0.036149803,0.04985036,0.024674207,0.114449408,0.029170368,0.282350071,0.084886183,0.039756365,0.021917187,0.052274259,0.012809429,0.05510755,0.062020608,0.067477382,0.086058836,0.159587899,0.007620873,0.068993882,0.031663367,0.028825694,0.11504065,0.039555318,0.101693787,0.019533164,0.005501849
hsa-mir-28,0.125509144,0.179256665,0.15105327,0.225197113,0.090344745,0.148328982,0.19230286,0.09730928,0.136726596,0.163526063,0.133775564,0.146145415,0.288434473,0.158488698,0.142257062,0.069963763,0.08264577,0.306569537,0.200223372,0.288633121,0.097244967,0.14763091,0.199278466,0.048557807,0.242740126,0.138977779,0.088395295,0.090229953,0.029923952
hsa-mir-296,0.079463722,0.034125584,0.009868249,0.044177649,0.004897637,0.00888712,0.101205391,0.055444979,0.037650464,0.027998713,0.017956862,0.012342204,0.01303602,0.002824747,0,0.165489639,0.282386033,0.187861562,0.018570736,0.002729218,0.055458797,0.167971445,0.001903201,0.006220731,0.108840599,0.010648058,0.027001947,0.06714136,0.004067047
hsa-mir-299,0.07526792,0.08619655,0.085460027,0.111586688,0.024741541,0.011223813,0.031953874,0,0,0.080823892,0.098717241,0.038968394,0.043902957,0.064214333,0.064980089,0.031547477,0.016782778,0.02965703,0.123968871,0,0,0.092568627,0.019228921,0.007856357,0.076365677,0.032274664,0.048716589,0.004037845,0.003424275
hsa-mir-29a,0.077042493,0.043626674,0.424057014,0.143161401,0.012661281,0.174797484,0.115335619,0.080964769,0.07155953,0.153483861,0.115382943,0.077875399,0.054068811,0.178954289,0.07671763,0.117497052,0.065549805,0.227534081,0.105213568,0.19742383,0.086817825,0.093415375,0.053897588,0.270449363,0.364122028,0.133055926,0.113633203,0.274460819,0
hsa-mir-29b-1,0.13570606,0.049439107,0.035343578,0.160024744,0.039737618,0.169793406,0.067887668,0.097248009,0.047367264,0.129084886,0.184899912,0.044387488,0.039761657,0.233149032,0.381047765,0.176522189,0.078409453,0.11590789,0.103282539,0.272725846,0.29423879,0.07193392,0.059018803,0.188510775,0.361868087,0.044973041,0.231528548,0.173375871,0.043082952
hsa-mir-29b-2,0.153900579,0.066664531,0.03881643,0.151588563,0.058824724,0.161427551,0.101627827,0.133546746,0.05348584,0.148452082,0.21214254,0.047226593,0.054081266,0.249365138,0.383054098,0.221450868,0.100098075,0.128613993,0.124389277,0.274464475,0.341403139,0.073792964,0.074814057,0.195036154,0.355724554,0.052091415,0.27658703,0.195986624,0.105687434
hsa-mir-29c,0.074310469,0.093117912,0.15065706,0.189714037,0.07990284,0.068135526,0.138396338,0.119554055,0.045810731,0.101607186,0.326551231,0.083670809,0.017175474,0.421103115,0.077092393,0.225028504,0.032179436,0.153466265,0.199327103,0.044524243,0.144752069,0.081429239,0.196471142,0.175083819,0.257974049,0.092694671,0.176712641,0.120491277,0.104790843
hsa-mir-301a,0.141207162,0.191626266,0.004008203,0.052754525,0.033419959,0.07201345,0.017984215,0.033780281,0.01284575,0.092115521,0.032434938,0.007895562,0.043241401,0.040959788,0.076801129,0.03994986,0.096345686,0.015022363,0.012445801,0.024055127,0.177390678,0.048626008,0.022185877,0.011054251,0.032664788,0.003632953,0.055933887,0.019544164,0.053962693
hsa-mir-3065,0.323069488,0.075947662,0.003536421,0.00278606,0.00350547,0.009560065,0.036018484,0.015589278,0.001746139,0.053924573,0.005025839,0.00480393,0.012559935,0.015326238,0.240327036,0.039084003,0.013912046,0.005576014,0.111693648,0.036781323,0.036270115,0.012736668,0.190810604,0.026726549,0.001915437,0.028407296,0.100522327,0.032124428,0.032798706
hsa-mir-3074,0.06356308,0.097963893,0.00303164,0.100122841,0.035430389,0.023825151,0.030382211,0.026032462,0.022378139,0.015177773,0.019673005,0.016272289,0.040733249,0.041878675,0.02494525,0.03673802,0.00527035,0.033576309,0.024112908,0.015977037,0.066226948,0.010906904,0.011460579,0.011124505,0.040214716,0.003059427,0.014605801,0.013435689,0.068227272
hsa-mir-30a,0.023077994,0.031274196,0.051017122,0.014443094,0.639907261,0.057156844,0.279682761,0.475900007,0.152452345,0.533227216,0.03400986,0.353387787,0.194241389,0.070536117,0.083274843,0.093339544,0.130936951,0.124749617,0.048021819,0.090009319,0.335815981,0.056789818,0.213841621,0.219469139,0.047358562,0.171772293,0.42342506,0.097936518,0.161534289
hsa-mir-30b,0.033362708,0.033842846,0.03247661,0.028031679,0.03449745,0.01669034,0.060240441,0.017135958,0.015419631,0.142659142,0.065073512,0.021649623,0.022209521,0.144430822,0.060875454,0.052613428,0.058018884,0.070683669,0.035214356,0.039449943,0.041373167,0.025203042,0.000189855,0.021685645,0.045320828,0.039326446,0.187005434,0.034699731,0.012988459
hsa-mir-30c-1,0.146281295,0.029517106,0.024910315,0.08180022,0.388137333,0.037136515,0.179308467,0.277212942,0.102437425,0.233286379,0.037864646,0.084330031,0.12044456,0.2159193,0.193303387,0.089242481,0.083718943,0.156122606,0.019235433,0.28530767,0.348243555,0.035537525,0,0.086667113,0.088393095,0.099338405,0.205524557,0.092726495,0.028581193
hsa-mir-30c-2,0.136961342,0.032993617,0.047638161,0.072863813,0.395407928,0.049713502,0.206393823,0.297528813,0.107110601,0.252225478,0.034765446,0.110748212,0.152726873,0.209514342,0.188573951,0.099925059,0.089379527,0.16016162,0.024383443,0.282470067,0.315242744,0.036515622,0.008049788,0.112799612,0.08286717,0.114107924,0.228045407,0.113261324,0.035213879
hsa-mir-30d,0.032978391,0.041162861,0.021797486,0.009852286,0.022724036,0.050041498,0.097375522,0.029107063,0.023692173,0.117808431,0.038934111,0.114308538,0.058438132,0.162049588,0.058380525,0.016332834,0.070269174,0.073887303,0.061821862,0.034678382,0.091168022,0.022127626,0.061353405,0.060760875,0.040919512,0.05030165,0.305552097,0.055041783,0.035231658
hsa-mir-30e,0.192260411,0.127912926,0.076515744,0.155873588,0.036851897,0.08849244,0.201957863,0.127128241,0.03350181,0.203105221,0.123711429,0.132038968,0.17234422,0.149631072,0.113687436,0.137145788,0.095270607,0.152066887,0.072275176,0.217404165,0.433805723,0.119697674,0.063541125,0.059364746,0.313151927,0.089074489,0.160829832,0.06742482,0.015570531
hsa-mir-31,0.00427846,0.027560688,0.00485781,0.298752055,0.002109576,0.076559582,0.008173604,0.003411715,0.016217315,0.032734236,0.020473996,0,0.082354098,0.007300282,0.008310754,0.094145941,0.028619557,0.01264348,0.095988467,0.003526697,0.001990662,0.016443391,0.000819772,0.008038431,0.088553547,0.007338364,0.00664608,0.005508579,0
hsa-mir-3127,0.309934232,0.081577934,0.048244724,0.07114617,0.029577879,0.020126695,0.108233459,0.071752273,0.079582687,0.028181689,0.058475396,0.055902869,0.043737393,0.199024576,0.025894019,0.021999963,0.080253592,0.023636154,0.033378754,0.043952854,0.655899463,0.039961805,0.145588641,0.017218812,0.066948379,0.025722356,0.08153522,0.035399121,0.042300782
hsa-mir-3130-1,0.07638592,0.06560766,0.010841185,0.101919737,0.037663552,0.034171603,0.097285492,0.081215206,0,0.030759154,0.062276252,0.031637772,0.044555074,0.014481806,0.016486314,0,0.008516042,0.030097544,0.027202227,0.020988078,0.011846829,0.070457693,0.092694025,0.015946105,0.092999987,0.027295031,0.049440205,0.028684813,0.010425393
hsa-mir-3130-2,0.129363252,0.066665848,0.036720107,0.069042403,0.012757002,0.046297025,0.065903069,0.020631277,0.009806923,0.020836854,0.060529382,0.056259103,0.045273704,0.014715383,0.016752222,0,0,0.015291494,0.031096094,0.007108865,0.036113743,0.075571571,0.079317117,0.00810165,0.17324997,0.005547055,0.040190094,0.037475323,0.038842967
hsa-mir-3150b,0.028287413,0.030369978,0.010036829,0.213877894,0,0,0.036026987,0.056392132,0.005361114,0.017086203,0.007520312,0,0.024749609,0.008044404,0.027473639,0.031122707,0.00946103,0,0.003777597,0,0.006580718,0.010871691,0.005419997,0.006643355,0.060269945,0,0,0.009105112,0
hsa-mir-3170,0.11030052,0.023684204,0.011740924,0.098114068,0.108771608,0.030839666,0.087799557,0.043977747,0.041808941,0.066623876,0.032256188,0.025697606,0.036189596,0.023525534,0.178545614,0.078014636,0.036891221,0,0.114156723,0.01515329,0.07698022,0.06782683,0.00528352,0.030221662,0.06714552,0,0.042834694,0.066568816,0.052689546
hsa-mir-32,0.138257835,0.29811843,0.19834551,0.59930407,0.005409585,0.101796684,0.049023461,0.037267876,0.039204447,0.197998215,0.120251905,0.088926641,0.06228133,0.18061009,0.098047458,0.176817332,0.057077316,0.023175539,0.072205729,0.072238894,0.199926033,0.109998826,0.032571351,0.024028066,0.321299494,0.022253525,0.139235437,0.057302541,0.089844682
hsa-mir-3200,0.055449419,0.273845775,0.005246488,0.012330783,0.004556731,0.016537043,0.011770111,0,0.01751488,0.033492632,0.040293241,0,0.076814699,0.01576877,0.101724661,0.011620416,0.040182268,0.010924075,0.011107354,0.017774733,0.098897171,0.007103618,0.007082914,0.001446936,0.033754876,0.001981377,0.017944605,0.041645266,0.056759306
hsa-mir-320a,0.114163216,0.166275207,0.074385415,0.094585936,0.025291114,0.162864175,0.122241019,0.016961914,0.029347501,0.064923352,0.325462849,0.117144092,0.280668198,0.199813176,0.031040685,0.042053019,0.075349954,0.12109201,0.041164119,0.34956265,0.087364341,0.017634349,0.036051723,0.073958299,0.105059555,0.156267858,0.065771226,0.261277412,0.038385189
hsa-mir-320b-1,0.051216476,0.285933001,0.072689672,0.159452546,0.050506558,0.217663397,0.065229576,0.122522623,0.077653546,0.103119508,0.321339662,0,0.470515588,0.116520008,0.033162037,0.080499972,0.068519652,0.030270437,0.075235799,0.126651857,0.119148911,0.055115237,0.009813309,0.024056581,0.062356132,0.065884425,0.039779361,0.337952367,0.076892001
hsa-mir-320b-2,0.030729886,0.382710357,0.026168282,0.24601253,0.04545589,0.185586671,0.019568873,0,0.011648039,0.074246037,0.24508959,0.085912687,0.268866058,0.096129024,0.019897223,0.048299984,0.030833838,0.054486788,0.0574528,0.151982205,0.100085066,0.033069143,0.011775971,0.04330182,0.130947892,0.013176877,0.059669055,0.168151914,0.075493997
hsa-mir-323a,0.006911397,0.010388315,0.004904546,0.013832544,0.008519495,0.004637769,0.015404182,0.008266895,0.006549336,0.011132352,0.008084648,0.003220408,0.009070519,0.000982735,0,0.005431526,0.003467388,0.012254516,0.01753645,0.0009495,0.003215706,0.007437514,0.000662127,0.004869462,0.027347569,0.002222689,0.005368017,0.000556156,0
hsa-mir-323b,0.005859416,0.011323434,0.000415803,0.013030112,0.003611373,0.002621238,0.004664114,0.009344792,0.001110493,0.01061764,0.007788736,0.001820154,0.003204125,0,0,0.002762878,0.006859111,0.00952349,0.005281782,0,0.004770926,0.020042334,0.000561345,0.00022935,0.008025581,0,0.006826431,0.000471505,0.000399855
hsa-mir-324,0.184091622,0.382272842,0.020514167,0.098267893,0.030620471,0.158094013,0.041424123,0.123095105,0.026136141,0.383685885,0.100924907,0.009053166,0.120879735,0.041475574,0.112759515,0.062911469,0.199505661,0.098330957,0.042096693,0.077599765,0.091085014,0.055376232,0.04008238,0.032702123,0.173244676,0.009826421,0.209746639,0.113928066,0.109505797
hsa-mir-326,0.078492111,0.084270827,0.02896426,0.017454994,0.034831842,0.012289834,0.114963136,0.006259089,0.002975211,0.142232749,0.22954155,0.009753036,0.04463899,0.026786014,0,0.074022424,0.084008143,0.454633179,0.061844382,0.010783391,0.116865491,0.03861356,0.034590745,0.009831471,0.229354236,0.001682858,0.146313817,0.016422199,0.166049117
hsa-mir-328,0.061193647,0.262968592,0.009555246,0.018501552,0.034281493,0.035730153,0.237522192,0.104011473,0.047628043,0.237643649,0.22708208,0.018093688,0.091792684,0.01370454,0.100137669,0.075503534,0.428625688,0.291506847,0.130565896,0.104867884,0.072364497,0.209685637,0.021998981,0.057045851,0.153013578,0.010238901,0.162466077,0.183416316,0.073590815
hsa-mir-330,0.043524658,0.1213367,0.075480156,0.035258126,0.01107877,0.146294607,0.039235977,0.033901322,0.012741274,0.127189036,0.22694947,0.058208569,0.27062791,0.043303012,0.007006451,0.096283881,0.072056649,0.052173008,0.090271145,0.025854989,0.125476319,0.064354335,0.219015987,0.017271445,0.130281587,0.05276428,0.115930995,0.032062804,0.041405149
hsa-mir-331,0.29236195,0.346627959,0.053555782,0.066219488,0.035319059,0.060472535,0.057843845,0.121509216,0,0.313435706,0.235438694,0.028063588,0.134047971,0.041888875,0.120247954,0.141346499,0.269624653,0.064807389,0.083669985,0.026127208,0.253182212,0.169017498,0.081722411,0.016613129,0.175050131,0.0069024,0.239194167,0.12713134,0.167522384
hsa-mir-335,0.030683304,0.035520348,0.029309493,0.002610662,0.009866736,0.055979519,0.016990613,0.008297632,0.017698392,0.016330856,0.022897097,0.016079028,0.008403918,0.030046942,0.025395292,0.02256174,0.03730147,0.069385065,0.012007606,0.008503966,0.022345347,0.003445462,0.006441409,0.031790071,0.109309741,0.023053187,0.009947034,0.00940395,0.004515489
hsa-mir-337,0.009987285,0.051684431,0.035677623,0.027978532,0.024015312,0.006038192,0.074734813,0.033597537,0.04484387,0.10268759,0.055580936,0.032699431,0.028292992,0.03037939,0.005022695,0.078293596,0.076140202,0.36351763,0.110320207,0.002167366,0.00171314,0.067443641,0.006091346,0.029592399,0.169866195,0.031184167,0.046661503,0.002096938,0.00558181
hsa-mir-338,0.062851601,0.096291392,0.00571454,0.013979332,0.028182547,0.032174699,0.086467405,0.030033579,0.016236127,0.015517571,0.186903886,0.010409603,0.022630724,0.056790224,0.05215755,0.033839723,0.02056695,0.073805873,0.154767398,0.42100067,0.013249182,0.014534303,0.192505005,0.231022656,0.048268161,0.021011004,0.139348531,0.38058858,0.154649306
hsa-mir-339,0.073081795,0.168504396,0.02702375,0.064916574,0.031394917,0.051290963,0.08950849,0.013586189,0.028991523,0.034571389,0.073525495,6.23E-05,0.034452193,0.093142694,0.017047657,0.104075992,0.058419518,0.067770195,0.036225568,0.12810689,0.045489822,0.040530601,0.009867421,0.018680773,0.116704594,0.014499124,0.052073584,0.053060747,0.032214193
hsa-mir-33a,0.362284642,0.177523788,0.008569624,0.311929163,0.029771906,0.028050533,0.082816734,0.085186039,0.017605435,0.099127066,0.161512327,0.01154248,0.087371297,0.01452944,0.084206369,0.089063791,0.073012725,0.027451391,0.039076721,0.09699027,0.054026352,0.064263104,0.004449707,0.010908102,0.081996032,0.000995811,0.025252328,0.005232572,0.012678393
hsa-mir-33b,0.459167449,0.11393133,0.015929948,0.594502376,0.015093424,0.020541076,0.045484285,0.105776021,0,0.225986419,0.093316755,0.006339316,0.008927574,0.002901745,0.066067849,0.192453525,0.068254919,0.048245589,0.035428617,0.01401806,0.189901712,0.050196383,0.023460966,0.006390298,0.099384369,0.002187661,0.10302676,0.008210893,0.076594947
hsa-mir-340,0.101800082,0.104649647,0.077615724,0.030803593,0.019842388,0.05466385,0.020925761,0.036370964,0.020437481,0.039550443,0.027331592,0.026746901,0.140876151,0.081690763,0.118110895,0.051688341,0.022950219,0.013700946,0.025511638,0.114803584,0.042035573,0.015829129,0.011454083,0.035273603,0.078615215,0.024133361,0.044251574,0.019717436,0.013608222
hsa-mir-342,0.143533017,0.028563335,0.004680335,0.027200062,0.017692918,0.039244646,0.043355678,0.055685761,0.024991038,0.119192259,0.083607462,0.012910183,0.010137883,0.147437157,0.053139006,0.05033669,0.064131266,0.016451704,0.031381393,0.049039855,0.181987703,0.045515899,0.01566308,0.014625911,0.084987996,0.056058557,0.03781466,0.053052568,0.061556539
hsa-mir-345,0.134308928,0.17246373,0.010785305,0.169586532,0.017477493,0.014130127,0.028688445,0.077433458,0.002035564,0.053623725,0.020481595,0.002678839,0.042132816,0.007123291,0.098673055,0.031803847,0.041314214,0.037507365,0.015044941,0.003297398,0.058635171,0.017151308,0.003839104,0.010818526,0.058930812,0.000420191,0.028692324,0.027223348,0.018423655
hsa-mir-34a,0.358008871,0.454225358,0.16934692,0.358713264,0.106188736,0.189882434,0.121197478,0.185561752,0.326188424,0.285545537,0.356692661,0.051301478,0.12685839,0.337831825,0.424513611,0.206284619,0.430782148,0.328756199,0.182112441,0.373061608,0.224844689,0.207302586,0.121120392,0.145532672,0.445523678,0.12432072,0.187009983,0.56331965,0.084113222
hsa-mir-34b,0.011164844,0.007192091,0.004753756,0.004965653,0.002752519,0.004994647,0.021329402,0.02225758,0.010579963,0.01348761,0.010685571,0.003468219,0.002442123,0.01428782,0.007229099,0.005264532,0.00746841,0.009898125,0.005218469,0.003067694,0.002597363,0.011156549,0.006417709,0.009614308,0.020389825,0.002393725,0.006503725,0.003593724,0.009142875
hsa-mir-34c,0.011336235,0.015686843,0.007687017,0.006722507,0.009936976,0.007888717,0.011229466,0.01607058,0.020529872,0.009129771,0.015135869,0.002738912,0.0044082,0.01683546,0.00652451,0.010690699,0.011374582,0.012655645,0.009419689,0.001384349,0.003516316,0.008713702,0.010619035,0.011438179,0.011501569,0.024304711,0.005869831,0.001419013,0.007220287
hsa-mir-3605,0.073099085,0.078480757,0.005187358,0.081278499,0.054064372,0.049051832,0.279298088,0.087435649,0.069269717,0.588712217,0.046640785,0.04541463,0.127913666,0.031181993,0.047330757,0.183830672,0.513424585,0.129611131,0.151309386,0.090382388,0.15305051,0.280941487,0.021009174,0.022889932,0.289244324,0.007836163,0.312264617,0.064704816,0.149651864
hsa-mir-3607,0.177799938,0.033869052,0.000297829,0.131801398,0.072070461,0.027011814,0.103450607,0.13767306,0.01539627,0.257271402,0.272968074,0.019365057,0.041525219,0.031928746,0.019556765,0.104017745,0.080545706,0.081761664,0.091238199,0.032482033,0.120191544,0.157180275,0.005588161,0.030036253,0.136686942,0.010615549,0.099448579,0.060239793,0.10050694
hsa-mir-361,0.066522808,0.447980524,0.149451969,0.102156358,0.040181757,0.266708935,0.19525596,0.069276795,0.158381392,0.089110427,0.190514138,0.06391637,0.124290892,0.357413349,0.121787252,0.116877405,0.17591953,0.221998053,0.236795405,0.757340953,0.133229158,0.150334116,0.189998388,0.139243802,0.344177341,0.175141103,0.117706995,0.216428636,0.178136982
hsa-mir-3613,0.22618542,0.154273267,0.107635016,0.307710804,0.059042687,0.083328916,0.025418023,0.084877178,0.055475322,0.075007515,0.094796666,0.06612861,0.040743535,0.105943551,0.232600712,0.09619656,0.111250273,0.094363913,0.127929421,0.467934322,0.160953094,0.075680024,0.012746525,0.079159285,0.356375523,0.077019566,0.098171941,0.092075916,0.070820527
hsa-mir-3614,0.013499668,0.04637932,0.010537775,0.01200817,0.019968816,0.126821962,0.012894937,0,0.012792475,0.01359015,0.025122552,0,0.005905654,0.023034311,0,0.042436464,0.015802892,0.00398935,0.007211166,0.012982266,0.012562132,0.008301315,0.094410877,0.006340842,0.102724173,0.014471542,0.005242533,0.007604192,0.054353064
hsa-mir-3615,0.039677931,0.178916171,0.036603742,0.097058915,0,0.204126288,0.025267012,0.063279686,0.037599363,0.007988768,1,0.03081363,0.026036655,0.078985597,0.012845486,0.043654916,0.013270712,0.01172541,0.029142974,0.049059248,0.027691763,0.051847981,0.076024764,0.108715048,0.012076993,0.021267212,0.023113118,0.159643401,0.094768918
hsa-mir-362,0.103447124,0.300724617,0.027105,0.095557012,0.062777355,0.060516815,0.010134677,0.063454199,0.057308645,0.057677798,0.051618754,0.009887554,0.080065963,0.230821398,0.072133118,0.030017351,0.037260485,0.122280573,0.019128011,0.345454945,0.081453186,0.036699502,0.016771575,0.031147103,0.30033523,0.076773129,0.043263454,0.040981416,0.014118786
hsa-mir-363,0.004550715,0.005472036,0.00077504,0.027930744,0,0.012418284,0.004636651,0.00217729,0.002069915,0.015392886,0.003000365,0.00876446,0.012342877,0.005694206,0.030643942,0.012016418,0.000913222,0.003227528,0.001336979,0.003000891,0,0.002518524,0.003662141,0.027644834,0.028810616,0.006439398,0.0007069,0.013475952,0.001739068
hsa-mir-3651,0.092325689,0.019824571,0.006551743,0.102656462,0.045522976,0.09293027,0.029396622,0.110433072,0.034995639,0.278833504,0.098180482,0,0.020194703,0.052511393,0,0.029022767,0.046319002,0.081850779,0.024658972,0.038051622,0.021478435,0.028386815,0.026535031,0.02168287,0.028101684,0.00989724,0,0.014858831,0.006300464
hsa-mir-3653,0.121602911,0.008034185,0.007965533,0.1414501,0.078407479,0.031384408,0.160830769,0.223772727,0.028364953,0.09040094,0.092509466,0.008717173,0.040920946,0.133006064,0.060566463,0.038226103,0.081342842,0.171384431,0.02623265,0.408655172,0.239372148,0.037388486,0.021507401,0.043936394,0.204994702,0.058159451,0.05812175,0.070755533,0.039576845
hsa-mir-365a,0.110949545,0.032673921,0.063602745,0.052231707,0.030629604,0.010819475,0.057261724,0.024733935,0.048386781,0.10414691,0.102999784,0.035392979,0.038754555,0.203992262,0.136757809,0.105359465,0.122842152,0.312095807,0.036575971,0.162050905,0.076595749,0.08770729,0.013528232,0.01354699,0.152677634,0.088252925,0.058605166,0.0301462,0.012582516
hsa-mir-365b,0.111967629,0.037076639,0.063792315,0.050598136,0.030408679,0.01063191,0.058492797,0.026221338,0.047642154,0.103685396,0.103806946,0.035831095,0.037506255,0.204210686,0.134841804,0.106072389,0.121674641,0.311368599,0.035885241,0.160910876,0.076407028,0.08815356,0.013393744,0.013726272,0.153383946,0.087745377,0.058157767,0.031778411,0.012202849
hsa-mir-3677,0.082317783,0.200323808,0.036022781,0.067121065,0.027058915,0.032222094,0.017473387,0.005470129,0.010400734,0.372912782,0.132765858,0.017047324,0.171053627,0.042917648,0.013324942,0.060379079,0.084890586,0.028380466,0.021069902,0.022617932,0.031917052,0.029528023,0.040745549,0.006444158,0.104397943,0.005882933,0.087911256,0.005520066,0.028087467
hsa-mir-369,0.009672986,0.03738646,0.052168369,0.079589545,0.023847264,0.015145398,0.018479345,0.034710303,0.031165276,0.038951271,0.026230307,0.022535935,0.019042241,0.046763857,0.006263139,0.028886853,0.025881887,0.054311678,0.055545807,0.006644463,0.015752115,0.039406724,0.010193642,0.024231656,0.114824538,0.033181974,0.013147609,0.00077838,0.002640397
hsa-mir-370,0.021455766,0.053749203,0.014210647,0.023856554,0.026447949,0.011997923,0.045543615,0.014257652,0.016265428,0.038879225,0.022055828,0.033324818,0.014079273,0.011186296,0.00231539,0.024730418,0.032292517,0.065518433,0.074019592,0.000982544,0.003327616,0.034633564,0.034943707,0.019035938,0.028299296,0.017633651,0.016664492,0.002877561,0.001464175
hsa-mir-374a,0.154553255,0.1358954,0.299521714,0.353828899,0.151794647,0.386706986,0.224708109,0.076873114,0.186309265,0.095889392,0.262251382,0.30001699,0.253121018,0.512187395,0.383327633,0.216246723,0.17793388,0.115413162,0.389029508,0.63557054,0.111439399,0.168135929,0.178737262,0.194060324,0.449781163,0.270345426,0.153072332,0.164875509,0.038496809
hsa-mir-374b,0.122974902,0.270952294,0.330550492,0.355402445,0.04854428,0.075718494,0.099907714,0.119907628,0.156287204,0.075295039,0.156387173,0.121307376,0.077872568,0.310778601,0.332347041,0.111715931,0.021910158,0.313142318,0.15808038,0.208967662,0.094770261,0.04607727,0.025614928,0.02686229,0.398674232,0.075219555,0.050324763,0.109631497,0.023883176
hsa-mir-375,0.216720667,0.136347885,0.023595651,0.02660425,0.013642777,0.002916636,0.040168506,0.056194341,0.040355198,0.016775709,0.032729633,0.006355542,0.000624507,0.007431796,0.050290808,0.04110007,0.011303349,0.005794491,0.016798517,0.000619414,0.046513305,0.025145602,0.039054666,0.047717161,0.000621471,0.022849752,0.019860094,0.023183656,0.545726852
hsa-mir-376a-1,0.018642209,0.016011743,0.021166565,0.033165084,0.009191896,0.004169838,0.023742817,0.029731224,0.021198746,0.037534317,0.015859514,0.011581938,0.008155344,0.015904474,0.012070601,0.005860216,0.024940367,0.033054275,0.014937263,0,0.017347537,0.011463612,0,0.008756319,0.090787681,0.011990579,0,0.003000256,0
hsa-mir-376b,0,0.015767662,0.05210976,0.130638074,0,0,0,0.029277989,0,0.044354571,0.023426623,0.011405384,0.01606205,0.06264814,0.047546391,0.057708806,0.03684026,0.086801064,0.053935027,0.01008824,0,0.067733142,0.007034963,0.034491324,0.089403707,0.055103079,0.014258526,0.005909041,0
hsa-mir-376c,0.015887688,0.017057365,0.042842754,0.074194849,0.003916863,0.003553714,0.005058661,0,0.018066477,0.035187182,0.027032319,0.012338278,0.006950333,0.029368037,0.010287082,0.017480137,0.007970716,0.051645495,0.044555597,0.00436536,0,0.031751773,0.004566229,0.017412507,0.087044783,0.022140923,0,0.001278473,0.001084203
